"Num_Acc","num_veh","id_usa","date","ville","id_code_insee","latitude","longitude","descr_cat_veh","descr_agglo","descr_athmo","descr_lum","descr_etat_surf","description_intersection","an_nais","age","place","descr_dispo_secu","descr_grav","descr_motif_traj","descr_type_col"
200900002743,"B01",749513,"2009-04-07 08:25:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1979","44","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002747,"A01",749519,"2009-04-07 09:40:00","PARIS 14","75114",48.8296,2.3267,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1981","42","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002791,"A01",749599,"2009-04-08 11:30:00","PARIS 14","75114",48.8296,2.3267,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1985","38","1","Utilisation d'un casque ","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900002794,"A01",749605,"2009-04-08 13:12:00","PARIS 01","75101",48.8626,2.3364,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Hors intersection","1977","46","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002799,"A01",749616,"2009-04-08 16:20:00","PARIS 18","75118",48.8925,2.3444,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1983","40","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002799,"B01",749617,"2009-04-08 16:20:00","PARIS 18","75118",48.8925,2.3444,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1981","42","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002799,"B01",749618,"2009-04-08 16:20:00","PARIS 18","75118",48.8925,2.3444,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1976","47","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002820,"A01",749657,"2009-04-09 17:35:00","PARIS 19","75119",48.8817,2.3834,"Cyclomoteur <50cm3","En agglomération","Temps éblouissant","Plein jour","Normale","Hors intersection","1963","60","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002822,"A01",749663,"2009-04-09 17:45:00","PARIS 08","75108",48.8722,2.3124,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1984","39","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002823,"A01",749665,"2009-04-09 17:55:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1975","48","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002826,"A01",749672,"2009-04-09 18:15:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002827,"A01",749674,"2009-04-09 18:43:00","PARIS 18","75118",48.8925,2.3444,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1983","40","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002876,"A01",749774,"2009-04-14 15:30:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1971","52","3","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002886,"A01",749792,"2009-04-13 06:10:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1961","62","2","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002888,"B01",749796,"2009-04-13 12:00:00","PARIS 13","75113",48.8283,2.3627,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1955","68","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002890,"A01",749800,"2009-04-13 15:55:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1984","39","3","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002894,"A01",749809,"2009-04-13 18:30:00","PARIS 13","75113",48.8283,2.3627,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1971","52","3","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002898,"B01",749816,"2009-04-21 07:50:00","PARIS 20","75120",48.8632,2.4001,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1987","36","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002907,"B01",749834,"2009-04-15 08:30:00","PARIS 18","75118",48.8925,2.3444,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Mouillée","Hors intersection","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002918,"A01",749853,"2009-04-15 18:50:00","PARIS 17","75117",48.8872,2.3075,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1989","34","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002919,"B01",749856,"2009-04-15 19:30:00","PARIS 07","75107",48.8567,2.3208,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1981","42","1","Utilisation d'un casque ","Blessé léger","Autre","Deux véhicules – Par l’arrière"
200900002942,"B01",749908,"2009-04-16 17:05:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Temps couvert","Plein jour","Mouillée","Hors intersection","1966","57","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900002945,"A01",749913,"2009-04-16 18:50:00","PARIS 07","75107",48.8567,2.3208,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002953,"B01",749927,"2009-04-10 13:55:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1984","39","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002953,"B01",749928,"2009-04-10 13:55:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1984","39","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002981,"A01",749981,"2009-04-10 23:50:00","PARIS 15","75115",48.8412,2.3002,"Cyclomoteur <50cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1987","36","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002983,"A01",749985,"2009-04-19 00:30:00","PARIS 01","75101",48.8626,2.3364,"Cyclomoteur <50cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en T","1983","40","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900002987,"A01",749998,"2009-04-19 12:05:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","2009","14","4","Utilisation d'un dispositif enfant","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002987,"A01",749999,"2009-04-19 12:05:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1982","41","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002987,"B01",750001,"2009-04-19 12:05:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1963","60","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002989,"A01",750005,"2009-04-19 16:15:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1976","47","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900002989,"B01",750006,"2009-04-19 16:15:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003010,"A01",750046,"2009-04-18 21:50:00","PARIS 14","75114",48.8296,2.3267,"Motocyclette > 125 cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en T","1985","38","5","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003020,"A01",750066,"2009-04-17 16:25:00","PARIS 19","75119",48.8817,2.3834,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900003027,"B01",750079,"2009-04-17 08:30:00","PARIS 15","75115",48.8412,2.3002,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1984","39","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900003045,"A01",750112,"2009-04-25 15:50:00","PARIS 20","75120",48.8632,2.4001,"Scooter < 50 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1978","45","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900003052,"A01",750126,"2009-04-25 22:25:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1987","36","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003062,"B01",750145,"2009-04-22 11:55:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 125 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Intersection en X","1965","58","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003070,"A01",750161,"2009-04-22 18:15:00","PARIS 08","75108",48.8722,2.3124,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1986","37","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003075,"B01",750171,"2009-04-22 19:55:00","PARIS 11","75111",48.8584,2.3795,"Bicyclette","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1972","51","1","Autre - Non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003079,"B01",750179,"2009-04-20 07:10:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1954","69","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900003084,"B01",750189,"2009-04-20 15:25:00","PARIS 14","75114",48.8296,2.3267,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1954","69","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003103,"A01",750221,"2009-04-23 07:48:00","PARIS 18","75118",48.8925,2.3444,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1986","37","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par l’arrière"
200900003109,"B01",750234,"2009-04-23 12:50:00","PARIS 05","75105",48.8448,2.3551,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1969","54","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003109,"B01",750235,"2009-04-23 12:50:00","PARIS 05","75105",48.8448,2.3551,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1959","64","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003145,"B01",750309,"2009-04-24 15:20:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1949","74","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par l’arrière"
200900003167,"A01",750358,"2009-04-26 00:05:00","PARIS 09","75109",48.876,2.3375,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1989","34","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par l’arrière"
200900003183,"A01",750398,"2009-04-27 08:35:00","PARIS 19","75119",48.8817,2.3834,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1988","35","1","Utilisation d'un casque ","Blessé léger","Domicile – école","Deux véhicules – Par l’arrière"
